gene_name	A2780_rep1	A2780_rep2	A2780_rep3	Acis_rep1	Acis_rep2	Acis_rep3
RNF216-IT1	5	1	2	3	2	0
UQCRBP1	7	6	2	4	5	7
EEF1A1P30	1	1	0	0	2	0
BANF1P3	18	18	15	18	18	18
FAM200B	185	187	182	93	139	119
GGTA2P	3	2	3	6	4	7
LINC02631	0	0	2	0	1	5
ADAMTSL4-AS2	5	5	2	5	9	4
AMD1P2	2	2	0	0	3	2
RPS3AP29	0	1	2	0	1	2
ST13P7	24	28	21	20	21	27
RPS15AP29	12	9	10	22	15	13
PA2G4P1	14	15	16	16	17	17
FAM21FP	4	3	3	2	6	4
SMU1P1	64	57	52	49	46	43
LINC00674	17	13	7	31	21	16
LINC01473	34	18	21	8	11	11
DGUOK-AS1	0	2	0	7	2	0
NALT1	16	19	15	15	14	15
RPL23AP32	4	1	3	5	5	8
KLF7-IT1	5	2	1	2	2	2
LRRC7-AS1	0	1	0	2	1	3
CLIC4P3	21	17	17	15	13	15
IDI1P1	3	5	3	3	2	3
LINC01238	10	7	3	8	1	3
PRKCQ-AS1	14	16	11	38	35	28
LINC00649	3	3	2	1	0	0
PRXL2CP1	3	7	7	3	4	5
TMEM161BP1	2	2	2	3	2	3
TUBG1P	3	5	6	5	2	5
MTCO1P12	28	36	29	26	19	26
FLG-AS1	9	12	8	0	1	0
RFX5-AS1	5	7	10	1	0	4
EIF4HP2	0	1	0	5	3	3
PTENP1	89	83	64	66	76	67
RPL35P1	2	0	1	1	4	2
PSME2P1	40	37	24	25	33	27
RPL10P4	1	0	0	0	1	0
RALBP1P2	1	1	3	1	1	4
ATP6V0E1P3	3	3	1	0	1	1
TMEM230P2	6	6	6	6	7	6
SPATA3-AS1	5	3	6	27	22	23
CDC26P1	35	30	36	23	29	29
NUDCP2	30	23	24	26	26	27
LRRC37A2	19	18	16	10	18	10
ABCA17P	8	3	7	13	14	11
GOLGA2P5	114	80	83	211	210	200
LINC01410	72	71	73	27	24	27
RAD21P1	21	17	19	14	20	11
MID1IP1-AS1	7	3	3	5	3	1
CASC4P1	10	9	4	8	4	4
ARPC3P2	3	2	1	1	0	0
BRWD1-AS1	2	2	3	1	3	3
TNFRSF14-AS1	2	3	1	0	0	0
RPS2P35	4	2	2	3	1	0
AHCYP2	0	1	0	0	1	2
CD81-AS1	0	1	3	1	1	2
HADHBP1	9	9	9	15	12	10
PAXBP1-AS1	15	22	20	2	6	2
MKRN4P	6	4	5	5	5	4
TMEM250	446	432	370	364	392	302
OR7E7P	5	8	2	2	2	0
OR2W3	0	0	0	1	3	0
RDXP3	12	10	12	17	17	9
NSA2P7	21	18	15	12	13	18
PHF5GP	2	3	3	2	1	4
SLC35E1P1	7	9	11	9	6	3
SNORD11	6	6	4	4	5	3
SNORD126	3	1	3	1	2	1
SNORA13	12	11	10	19	17	15
RNU7-57P	2	2	1	2	2	1
SNORD42B	3	1	1	4	2	3
MIR1270	1	4	3	0	0	0
SNORD105B	3	1	0	1	8	4
RNU7-159P	0	0	0	3	3	2
SNORD4A	13	14	13	25	8	12
SCARNA7	96	101	93	65	74	70
SCARNA18B	12	5	6	5	12	8
RNU7-80P	1	0	1	0	0	1
SNORD124	2	0	1	2	1	1
SCARNA12	3	6	4	2	1	3
RNVU1-2	6	8	5	3	1	3
SCARNA18	3	3	4	2	2	3
SNORD121A	0	1	0	2	1	2
SNORA47	4	3	7	6	4	6
SNORD13	19	24	12	23	12	14
SNORD127	1	1	0	0	1	1
RNU7-170P	2	3	0	0	0	3
RNU2-11P	1	1	3	0	2	1
SNORA84	2	2	1	2	2	1
RPL5P22	2	1	2	1	0	1
NCK1-DT	34	35	27	25	28	25
RPS20P22	32	50	35	15	13	12
RPL34P31	1	4	0	1	1	1
RN7SL546P	0	1	0	1	0	2
TXNDC5	47	43	43	52	46	54
RPSAP4	0	2	1	3	0	0
RPL21P10	4	2	9	8	1	3
CASTOR1	8	9	8	6	6	4
RNF103	204	198	187	120	131	120
RBM14	816	806	735	712	719	636
RN7SL11P	2	2	1	1	2	0
RPL35AP17	1	1	1	1	1	1
ATP6V1B1-AS1	3	2	2	3	2	3
LLPH-DT	0	1	0	0	0	0
HNRNPA1P26	4	11	10	8	8	5
NPM1P29	2	2	2	1	1	0
ALKBH6	38	38	27	40	31	43
ASB14	2	1	0	1	0	2
PCDHA13	16	13	14	20	8	11
RN7SL414P	3	2	4	0	0	3
RN7SL342P	1	1	1	0	1	0
RN7SL535P	11	7	4	5	2	6
RN7SL752P	8	8	6	7	6	5
LINC02008	31	28	24	0	0	0
RN7SL552P	6	2	1	4	2	2
RN7SL569P	0	3	0	1	2	2
KLHL41	4	15	4	5	7	6
RN7SL333P	6	1	8	6	5	4
CASTOR3	25	46	40	31	37	40
MYLK-AS1	76	74	61	46	53	72
RN7SL399P	1	0	0	0	1	0
HOXB-AS2	1	2	4	4	2	5
RN7SL12P	0	1	2	2	1	1
PPP2R5CP	36	28	37	31	39	35
RPL37P2	5	4	1	2	2	3
KMT2E-AS1	32	25	32	24	16	22
SETP11	1	5	1	3	6	5
RN7SL388P	1	1	0	0	0	0
STPG4	0	0	0	1	1	2
MTND4LP3	0	0	0	3	3	4
TFAP2E-AS1	3	3	2	0	0	5
PSMD6-AS2	88	53	54	55	58	65
NME1	199	184	171	189	189	172
RN7SL507P	1	1	0	1	0	0
CDRT4	9	6	7	3	7	3
APOBEC3G	22	18	13	1	0	2
RN7SL688P	3	2	8	2	1	3
RN7SL795P	1	2	1	2	1	4
WBP1	34	30	26	22	29	25
MRPS17	97	87	65	73	88	72
PRAMEF11	2	0	3	0	0	0
RN7SL213P	3	1	0	0	1	4
SUGT1P3	10	15	10	3	3	5
RNF7P1	2	4	3	3	3	3
GET4	62	64	70	41	49	35
RPL35AP19	2	3	2	1	2	2
RALBP1P1	2	1	3	1	0	0
PARGP1	83	67	62	51	53	54
RN7SL608P	9	7	8	5	8	4
C1orf226	33	49	25	1	0	0
RN7SL674P	12	4	6	4	5	5
ADSL	197	205	166	159	201	210
RN7SL75P	9	3	5	3	6	3
PRKAG2-AS1	0	2	0	6	6	6
RPL39P36	2	3	3	1	1	3
SNRPGP3	3	0	1	3	1	0
RN7SL606P	1	1	0	1	2	0
RN7SL368P	2	4	1	1	0	1
RN7SL273P	2	0	1	0	0	0
ENPP7P2	1	0	1	6	1	1
RPL7P24	2	3	2	2	2	3
STIM2-AS1	1	0	0	1	0	2
LINC00888	61	51	61	28	29	45
MTND6P6	0	0	0	4	3	6
AMY2B	1	4	1	7	15	13
DDX50P2	12	9	11	11	5	6
LY6G5B	24	20	19	12	15	16
PSMB9	170	183	172	4	3	7
RPSAP12	0	0	0	1	0	1
RN7SL351P	1	1	2	2	1	1
RN7SL146P	3	4	3	7	2	3
FABP5P11	0	0	1	1	1	1
ETF1P2	20	22	19	22	22	16
PSMD12P1	14	14	9	13	14	10
ERICH6-AS1	14	22	10	13	16	17
RN7SL263P	2	2	2	0	1	1
RN7SL297P	1	2	0	3	5	1
PCDHGC3	89	79	70	138	134	135
SMKR1	14	19	12	40	34	45
PPP1R35-AS1	4	6	2	3	5	4
CPHL1P	2	3	4	0	0	0
COX19	199	212	188	201	187	199
RN7SL587P	2	0	1	2	1	3
RPL12P37	1	0	2	1	0	0
GHRLOS	91	72	81	97	88	101
RN7SL717P	1	1	0	0	1	1
ACAD11	16	16	16	16	10	20
RN7SL481P	6	1	4	2	4	3
RPS2P5	64	68	57	69	61	54
PPIL3	189	199	168	161	185	164
RPL23AP7	21	17	14	22	16	20
RPL36AP45	2	0	1	1	1	1
RPL13P5	25	22	21	41	36	42
RPS4XP13	13	15	14	8	11	8
VPS26AP1	5	3	5	4	1	4
RPL5P23	3	6	3	3	1	5
LRRFIP1P1	42	41	26	24	22	33
RPS12P27	3	2	3	2	3	1
FOXO3B	108	99	87	88	108	99
REPIN1-AS1	3	6	8	2	4	1
RN7SL472P	6	6	2	6	4	5
RPS19P3	14	9	7	17	16	10
PHBP8	3	7	3	3	6	5
RN7SL116P	1	0	1	1	0	4
RN7SL38P	1	2	1	0	2	0
SETP14	120	122	114	116	110	108
CDKN2B-AS1	26	19	17	13	11	12
RPL34P18	21	25	21	19	21	20
RPL21P123	2	0	1	8	8	14
RPL3P9	3	4	2	2	2	1
L1TD1	87	82	58	0	0	0
AQP1	2	1	1	0	2	0
RN7SL258P	2	1	4	2	1	0
RN7SL564P	1	4	1	1	3	1
RPS6P25	29	38	29	31	39	34
RN7SL666P	2	1	1	2	1	1
KRT8P36	9	19	4	17	9	12
ISY1	107	92	94	95	82	87
RN7SL538P	1	0	0	2	3	3
PNMA2	29	24	25	13	8	11
RN7SL851P	3	3	1	3	1	1
LRRD1	2	2	2	0	0	1
RN7SL559P	4	1	4	4	0	5
RPS27P21	0	1	1	1	0	3
PCDHGC5	2	1	1	4	3	4
C21orf91-OT1	4	1	1	1	2	1
ARHGEF25	116	102	94	60	77	57
UBA52P8	2	1	2	1	1	0
CAP1P1	25	19	16	26	25	16
RN7SL23P	4	3	5	1	5	2
PEDS1	226	228	203	169	155	167
RN7SL328P	2	5	4	6	5	5
PSMC2P1	6	9	10	12	6	5
RDH14	115	117	107	71	95	78
RN7SL128P	9	7	4	2	5	5
LINC00886	1	0	3	0	0	0
RN7SL521P	17	9	10	8	4	6
NDUFB2-AS1	16	13	17	3	8	8
PLCXD2	0	1	3	0	0	0
RN7SL751P	2	6	4	2	6	4
RN7SL681P	0	1	2	2	0	0
MIF	83	69	74	90	78	85
SEPTIN7P6	36	27	27	32	27	34
GPR199P	3	3	2	2	2	2
TPM3P9	87	97	79	96	91	80
RPL29P24	5	1	1	3	3	2
RN7SL709P	1	1	2	2	1	0
NSUN6	113	99	82	90	93	99
RPL5P1	27	25	26	23	22	18
RPL22P2	14	17	14	15	16	13
CYP51A1P1	19	27	24	32	33	35
HLA-DOB	2	3	7	1	4	2
RPL29P14	13	10	10	7	11	10
HMGN1P8	4	11	8	6	6	6
YAE1	128	116	101	68	88	70
LINC02032	3	4	5	0	1	0
LINC00881	2	3	4	1	0	0
RPL32P32	2	3	5	4	4	6
RN7SL617P	1	1	2	1	1	1
LINC02024	0	0	0	44	49	53
RN7SL809P	9	13	10	11	14	14
CRCP	333	322	293	333	321	319
RPL34P33	1	0	1	0	0	0
LINC02614	5	3	2	10	14	13
PPATP1	34	28	30	26	31	22
WWTR1-AS1	10	14	9	8	6	9
SUCLG2-AS1	17	16	12	9	6	5
WDR82P2	14	14	13	13	16	13
SETP6	2	4	4	1	1	0
RPL36A	136	94	92	122	116	129
PDXP	28	22	18	15	21	15
RPL36AP43	0	0	2	0	1	0
RPP21	11	16	6	17	6	14
CD302	28	17	23	4	13	6
EGFL8	12	11	5	5	5	13
RN7SL505P	2	1	2	2	1	2
RPL37P6	4	0	2	1	2	1
RPL7P19	0	1	2	0	0	0
ATP5MF	171	170	157	133	130	145
PTPRG-AS1	19	13	22	15	23	13
HSPA8P9	14	14	13	13	15	16
ARHGAP8	42	28	34	32	23	31
PSMC1P1	213	194	177	195	188	170
RPS15AP24	13	13	10	8	15	7
CA15P1	6	7	3	4	3	0
RN7SL767P	6	5	1	3	6	3
AGGF1P3	2	3	8	1	1	1
CBX5P1	3	3	4	1	2	3
ACTG1P20	19	22	11	26	21	17
GUSBP2	25	8	15	9	11	10
ARPC4	350	322	276	282	293	279
CORT	3	7	2	2	3	1
PAQR9-AS1	3	3	2	10	3	6
RN7SL18P	2	4	2	3	1	5
UBQLN4P1	117	118	111	140	101	108
RN7SL316P	1	5	0	1	2	0
RPL31P49	6	6	8	5	10	5
ARPC1A	96	104	101	78	71	60
TMEFF1	9	4	6	6	1	3
RN7SL265P	0	0	1	0	0	0
FABP5P3	2	3	1	3	2	10
RPL7AP30	46	46	44	51	46	45
RN7SL788P	2	1	1	1	0	1
RPSAP52	10	13	10	5	11	10
LINC00893	9	7	5	6	2	7
RN7SL390P	6	1	1	0	0	1
MTND4P16	0	0	0	10	18	22
RN7SL504P	1	3	1	0	2	0
ATP5PO	161	152	139	117	118	117
PLEKHO2	122	97	109	131	134	112
C8orf58	118	122	103	99	97	85
RN7SL434P	2	2	1	1	0	1
PISD	150	140	137	157	145	116
RPS29P21	5	1	2	3	2	1
RPL14P3	3	2	3	2	2	0
RPL35AP34	2	1	0	3	1	1
DENND6A-DT	0	0	0	0	0	1
HOGA1	3	0	0	1	0	0
RN7SL517P	2	1	0	0	4	2
PWP2	94	108	100	136	136	126
RN7SL76P	2	2	2	1	1	4
PI4KA	720	701	568	734	721	639
ELOCP19	8	8	9	1	5	2
RN7SL566P	1	1	3	0	2	4
WWTR1-IT1	6	5	2	3	4	7
ALG1L15P	11	11	15	14	16	8
RN7SL68P	0	1	2	1	0	1
HYPK	25	24	41	19	23	23
RPL7AP6	68	72	62	81	71	65
SLC5A4-AS1	1	1	1	6	3	15
RPL7AP31	5	4	5	6	5	5
RPS20P33	0	3	2	5	1	2
MUC20-OT1	235	215	235	163	138	155
LINC02618	5	4	3	4	2	5
AMACR	25	22	17	12	11	4
MTFP1	28	25	22	22	15	25
SNHG3	580	635	532	713	723	675
ABCF2P1	21	16	15	16	17	18
RN7SL329P	0	1	1	1	3	1
ARHGDIG	60	46	48	92	98	76
RN7SL127P	5	9	2	3	5	7
RN7SL745P	5	2	1	4	4	3
CRYZL2P	56	60	54	41	37	36
MTND3P6	0	0	0	2	6	6
TCP10L	0	3	2	0	1	0
RPS3AP14	0	0	1	2	3	2
ARFGAP3	343	298	309	414	486	436
RN7SL20P	0	8	0	7	4	2
BGLAP	3	1	2	3	1	1
RN7SL57P	1	3	2	2	2	1
C22orf39	167	169	141	126	116	94
PEG10	27	28	30	2	1	1
STAG3L5P	63	54	54	63	45	52
BMS1P4	9	11	10	13	15	14
FAM91A3P	5	4	3	4	2	4
RPS21P4	24	14	24	19	19	16
EIF6	273	288	232	284	292	244
RPL6P9	0	1	0	1	0	1
PCDHGC4	1	4	3	4	2	4
RN7SL789P	1	4	1	2	2	1
RPL7AP11	1	2	2	2	3	1
RBBP4P2	37	36	33	39	27	36
MRPL20	337	319	302	336	302	307
RN7SL37P	0	2	2	0	2	0
ARPIN	342	322	309	423	390	376
OR7E100P	0	1	3	3	2	2
MRE11P1	3	4	5	1	2	2
POU5F1P6	2	0	1	1	0	3
DCAF13P1	20	14	20	21	22	22
RPL21P11	0	1	0	3	0	1
HLA-DMB	7	7	6	0	0	0
RPL35AP13	0	3	1	0	0	2
RPS3AP34	0	2	0	11	6	9
DECR2	136	111	94	106	81	90
GNG10	6	1	1	2	2	2
RPL12P21	2	1	5	1	0	2
CNTF	29	29	30	76	91	76
RPS27AP1	1	1	2	1	2	1
RPL5P12	10	7	6	5	7	6
ICE2P2	4	2	2	2	0	1
RN7SL362P	4	0	4	0	3	4
RTL5	202	191	176	120	103	116
RPL23AP81	0	1	0	0	1	0
RHOT1P3	6	3	4	2	4	3
LINC00882	5	3	4	424	438	479
ZNF702P	88	68	67	49	51	47
AP5Z1	233	229	211	276	247	218
SOX2-OT	0	2	2	1	0	1
MTCO3P35	0	0	0	7	10	9
ALDOAP1	8	10	5	9	5	3
ZNF709	14	14	12	4	4	3
RN7SL749P	1	0	1	2	3	1
RN7SL812P	6	11	7	2	5	4
RPL5P11	3	1	2	0	1	0
RPL7P49	7	5	5	8	5	5
RPL12P7	2	3	4	0	0	0
FTH1P23	13	11	5	9	7	6
RN7SL233P	2	2	2	1	0	2
RN7SL239P	5	6	0	8	2	4
RN7SL16P	5	3	5	6	3	10
PTMAP8	3	3	2	1	2	3
UBA52P3	4	3	4	3	6	5
EIF4EBP3	0	4	3	3	2	1
ARHGEF26-AS1	7	4	5	1	1	1
PRAMEF4	3	4	3	0	0	0
RPL32P2	3	3	1	1	6	2
RN7SL452P	5	2	1	0	2	1
MRPL33	129	124	106	85	101	96
MICAL3	706	611	550	810	742	714
RN7SL861P	3	2	12	5	7	6
RPSAP36	1	4	2	1	1	4
PCDHAC2	59	49	45	83	74	72
STON1	18	30	17	4	7	4
RN7SL558P	10	5	8	5	6	4
PRAF2	51	57	45	52	45	39
STMP1	212	245	194	113	133	121
KCTD7	157	149	148	128	137	132
RN7SL8P	0	1	0	0	1	1
EFNA4	68	68	57	74	65	63
RN7SL775P	0	3	0	3	2	2
RPL3P3	3	2	2	2	3	3
RN7SL141P	3	3	3	1	0	2
RPL35AP32	3	1	1	2	1	4
MRPS31P5	6	15	9	4	1	4
PSMD6-AS1	2	1	1	1	1	2
TICAM2	3	2	4	1	5	6
RPL23AP49	1	0	2	0	0	0
RPL5P30	5	3	3	2	2	2
RN7SL284P	1	3	2	3	2	1
C4orf48	53	56	43	98	75	63
NAA80	50	49	39	55	64	51
MNX1-AS1	0	0	0	24	11	16
GMFBP1	7	9	6	2	5	8
UBA52P5	4	6	3	5	5	6
DNAJB6P7	4	13	4	5	3	9
RN7SL19P	0	1	2	1	1	1
RN7SL172P	2	3	2	1	2	3
HNRNPKP4	150	129	120	130	132	120
RN7SL364P	1	2	1	0	2	2
RPS2P44	3	5	4	2	6	5
LINC00880	1	1	0	0	0	0
IL10RB	10	7	10	4	9	7
RN7SL834P	1	3	3	0	0	0
ZNF487	28	26	26	25	30	23
RPS4XP14	7	5	3	7	7	5
WDR92	59	65	44	56	69	40
NME2	44	36	30	48	36	49
RPL37P23	12	8	10	12	14	12
DUBR	139	162	119	352	386	362
RN7SL638P	1	0	1	0	1	3
RN7SL105P	2	2	1	1	1	1
PLA2G4B	3	1	3	4	4	2
CFAP57	16	11	9	7	8	5
RPL21P116	2	3	3	3	2	3
NPIPB5	30	32	30	35	25	21
RN7SL393P	0	0	1	0	3	0
TTC4	30	21	21	17	21	19
RN7SL181P	1	1	1	0	0	0
RPLP0P2	3	1	2	1	1	0
EEF1A1P10	1	3	5	0	2	4
HLA-L	24	24	18	23	19	15
ST13P15	23	28	23	20	22	20
RN7SL65P	2	5	5	1	6	5
OSTCP1	0	2	0	0	3	1
JMJD7	3	5	4	8	8	7
LINC02044	4	4	0	0	0	0
APOBEC3D	7	6	4	11	8	7
RN7SL832P	7	4	9	5	3	6
RN7SL30P	1	2	1	1	1	4
RPL5P17	15	17	14	11	12	9
RN7SL679P	2	1	0	0	1	1
RN7SL430P	1	1	4	1	2	2
THAP12P2	3	3	1	4	6	2
TIPARP-AS1	6	3	9	1	1	1
MRPS6	248	228	223	165	194	181
RN7SL308P	0	0	0	1	3	1
RN7SL743P	0	1	2	0	0	0
RPL23AP65	21	21	18	19	22	17
PPIEL	22	19	16	26	22	18
VTI1BP1	13	12	11	11	14	6
RTL9	2	6	3	0	0	0
ENO1P3	4	0	1	5	6	5
ACY1	4	7	11	10	4	9
RPS3AP19	0	0	0	2	2	5
NFS1	251	273	226	351	379	324
B3GAT3P1	5	7	4	3	4	2
FAM86DP	169	143	129	157	123	128
DDOST	713	697	629	704	730	697
LINC01011	33	28	25	22	27	24
RN7SL735P	3	3	1	4	3	2
TMEM199	260	232	207	187	184	185
RPL5P24	3	6	3	2	5	3
RPL13AP2	7	12	10	5	3	1
RPS4XP6	5	4	3	2	2	1
RN7SL833P	3	3	2	2	0	1
RPS4XP17	7	3	5	7	3	3
RN7SL508P	3	2	3	3	4	3
PDCL3P4	15	21	12	16	15	16
RPSAP51	2	2	2	1	1	1
WWP1P1	22	15	19	27	23	24
EIF4E2P2	2	2	3	0	0	3
P2RY11	74	73	61	61	55	43
PBX2P1	63	54	58	34	39	35
TMEM141	81	68	72	99	97	92
RN7SL81P	10	8	7	7	6	5
TMEM225B	2	3	0	1	0	0
ILF2P1	4	4	0	3	4	5
RN7SL151P	3	1	2	3	5	2
RN7SL698P	2	0	1	2	0	1
GMCL2	9	6	2	3	9	10
RN7SL604P	0	1	0	1	0	0
IFITM10	3	1	1	1	2	4
RN7SL130P	1	2	1	2	3	2
SIAH2-AS1	1	2	1	1	2	2
DBNDD2	12	6	2	56	47	40
GATA2-AS1	131	122	123	173	151	120
RN7SL36P	4	1	3	7	4	1
RN7SL145P	3	2	4	0	0	4
RPL7P23	0	0	1	3	5	3
RPS2P45	2	1	9	5	8	6
RN7SL359P	4	0	1	1	1	3
RN7SL242P	1	3	1	2	3	3
ETV5	743	735	701	451	427	386
CFHR1	1	0	0	47	53	46
RPL38P3	3	1	0	1	2	3
RBM12	1217	1238	1093	1003	1029	997
RPL18P13	12	12	10	10	10	14
SCARF2	270	259	212	288	311	234
RWDD4P1	5	4	2	8	5	5
RN7SL623P	9	8	7	3	5	3
HDAC11-AS1	1	4	3	1	4	2
APOBEC3C	413	406	370	442	432	428
KCNK15-AS1	4	5	0	0	0	0
LINC01391	7	12	7	2	0	1
RAD21L1	6	7	1	2	0	1
CCDC13	1	2	3	2	0	0
ASPRV1	4	2	3	2	0	0
OR2AE1	0	0	2	0	0	0
MIATNB	42	42	41	27	34	25
TPTEP2	42	35	45	7	5	3
RPS26P43	0	0	0	1	0	0
RN7SL396P	11	5	10	11	12	9
LINC02086	1	2	3	0	0	0
RN7SL280P	4	2	2	1	0	3
UBE2V1	86	72	60	38	57	64
RPL10AP1	3	4	6	5	2	5
PTCHD4	11	4	6	60	77	66
RN7SL47P	0	3	1	2	2	1
RPSAP29	0	1	0	0	2	0
ASLP1	11	9	6	3	0	1
RN7SL153P	5	6	4	4	4	13
CRYBB2	8	10	6	7	8	8
N4BP2L2	806	809	744	285	334	336
GABPB1-AS1	636	577	512	379	333	314
RUFY1-AS1	10	7	5	1	1	3
LINC02453	3	1	0	0	3	1
IGFBP7-AS1	0	0	0	4	6	7
A2M-AS1	1	3	1	1	0	0
SMARCA5-AS1	13	10	9	2	3	6
MALINC1	6	7	5	5	9	4
RNF139-AS1	38	28	26	25	48	32
EEF1A1P4	3	4	2	3	2	4
USP2-AS1	24	28	18	35	39	38
SAP30L-AS1	20	15	7	8	7	16
CYP2U1-AS1	2	1	0	0	0	0
H2AZ1-DT	12	9	8	6	3	4
CXXC4-AS1	38	33	34	0	3	0
LINC02447	4	3	3	3	2	2
LINC02709	12	4	6	6	6	6
LINC00461	10	10	19	0	0	0
NEAT1	1224	1256	1052	1305	1499	1343
RORA-AS1	10	14	6	3	4	4
SCAMP1-AS1	65	92	79	61	49	61
FAM111A-DT	29	24	31	48	48	46
BDNF-AS	23	24	24	13	9	7
DACT3-AS1	9	8	11	0	1	0
DDX11-AS1	15	10	16	9	5	11
KLRK1-AS1	1	3	2	0	0	0
ZNF585B	10	12	15	11	7	1
FRG1-DT	18	23	17	19	14	11
CRNDE	24	30	26	2	0	1
DRAIC	7	7	4	2	2	5
CEBPA	195	186	156	233	224	189
RAD51-AS1	66	57	58	41	48	47
MEF2C-AS2	2	2	4	0	0	0
NSMCE1-DT	8	7	4	11	7	6
SNHG6	98	100	88	127	144	125
LINC01184	248	208	228	128	158	169
SEPTIN7P14	142	154	115	102	111	114
RAB30-DT	246	228	191	165	168	174
LINC01096	5	3	1	0	0	0
RRS1-AS1	10	6	8	5	2	6
KCTD21-AS1	55	55	44	14	15	25
UBR5-AS1	10	14	14	23	34	35
SBF2-AS1	47	46	36	64	50	65
PRR7-AS1	6	9	4	14	8	10
EXTL3-AS1	26	20	16	6	12	13
LINC02458	10	7	5	8	11	11
LACTB2-AS1	1	1	4	0	0	1
FZD4-DT	2	2	3	0	1	2
LINC02481	0	0	0	0	1	0
UBE2D3-AS1	21	21	19	22	25	19
LINC00535	3	4	2	5	3	1
RASSF8-AS1	77	80	67	27	25	41
H2AJ	93	103	88	115	105	97
PLA2G4E-AS1	2	1	1	1	1	0
RGMB-AS1	6	7	3	3	1	5
RIC3-DT	6	3	3	0	0	0
STARD4-AS1	11	10	10	15	19	18
GPR176-DT	0	0	0	3	0	2
DNM1P35	14	6	11	9	13	14
UBAP1L	42	32	27	49	30	49
SOCS2-AS1	155	147	131	79	70	49
PGAM5	850	800	749	895	854	815
BAALC-AS1	23	18	17	2	3	4
SNHG10	122	123	107	116	150	120
MIR210HG	12	7	6	10	5	2
CSTF3-DT	6	6	10	7	6	4
UBL7-AS1	57	53	35	40	33	45
ZBED5-AS1	75	41	56	29	30	19
ZCCHC3	575	581	528	537	511	449
LY6E-DT	5	3	4	14	24	7
TMED2-DT	60	73	64	49	49	38
DNAJC3-DT	44	61	50	12	18	17
MIR4458HG	42	45	37	27	24	24
OIP5-AS1	922	967	847	687	793	763
SDCBPP2	5	3	1	2	2	4
CKMT2-AS1	62	57	48	27	33	27
SPTY2D1OS	28	37	29	36	42	34
TWF2	163	146	141	103	112	94
MARS2	248	244	178	196	239	190
MTND4P12	14	18	23	14	15	19
LRP4-AS1	6	1	4	2	2	7
STX18-AS1	143	115	126	41	28	35
USP51	164	158	142	21	21	15
PCED1B-AS1	7	9	5	192	182	176
SNCA-AS1	1	2	2	0	0	0
TMEM161B-AS1	512	484	431	313	384	376
SEC24B-AS1	21	20	13	9	7	1
LINC00926	14	16	12	13	13	14
NRAV	284	297	290	400	350	357
FAM13A-AS1	18	14	8	6	2	5
UBA6-AS1	70	78	75	51	53	54
DPH6-DT	5	13	12	2	1	5
NNT-AS1	105	94	92	86	84	83
BCKDHA	5	4	2	0	0	3
INSL3	3	1	3	5	6	9
SMURF2P1	10	11	7	20	23	11
LINC02150	0	0	1	0	1	2
GAPDHP60	10	12	8	7	9	11
WDR45P1	3	5	5	3	2	3
KCTD9P5	1	6	1	1	2	0
STX18-IT1	2	7	5	1	3	2
SLIT2-IT1	31	38	25	1	1	0
LINC02438	7	3	9	7	3	7
LINC02014	0	0	0	0	1	0
TRIM52-AS1	28	34	29	22	26	17
SUMO2P17	4	1	3	3	3	2
CCNL2P1	2	1	0	1	1	4
LINC00616	0	2	0	3	1	1
MEF2C-AS1	22	19	20	0	0	0
NOL8P1	12	10	8	8	9	8
APELA	7	7	7	0	0	0
CDK11B	277	256	257	259	255	225
WHAMMP2	42	37	45	17	16	17
LINC02434	18	21	19	15	25	12
PCDHAC1	30	36	27	65	60	65
FOSL1P1	9	2	4	7	3	6
PRR5-ARHGAP8	6	3	2	4	2	4
GAPDHP61	10	10	8	12	12	9
FAM198B-AS1	5	4	4	9	17	15
SEMA6A-AS1	9	14	12	4	6	7
PCDHGB8P	7	1	5	11	13	13
LINC02485	0	0	0	12	18	20
FGF10-AS1	10	24	11	99	116	94
LINC01962	2	3	2	0	3	3
BACH1-IT1	15	7	14	8	6	12
POU5F2	23	23	23	27	14	27
ABHD14A	45	43	49	27	28	31
LINC02062	3	7	8	3	4	1
SRP14-AS1	20	19	19	0	3	3
SBF1P1	0	4	5	1	7	1
MTATP6P1	66	71	74	67	65	66
BCL2L12P1	7	6	6	6	6	4
ANP32C	29	37	28	20	26	28
TECRP2	4	1	1	3	3	2
KRT8P48	12	3	6	0	0	0
NPM1P21	2	1	5	6	2	1
GLDCP1	30	39	23	74	88	69
STIMATE-MUSTN1	2	0	0	1	2	0
DSTNP2	31	28	20	39	51	44
GAPDHP40	7	14	10	7	13	9
HMGA1P2	27	25	20	20	23	18
RBM14-RBM4	17	15	14	19	15	10
OXCT1-AS1	8	1	4	0	2	2
LINC02102	5	4	3	1	1	7
ARHGAP22-IT1	1	0	0	4	1	5
LINC02100	3	2	2	0	0	0
TOX4P1	7	14	8	11	11	7
THUMPD3P1	7	3	3	2	3	4
CCDC153	4	5	3	8	8	5
NPHP3-AS1	0	1	0	1	0	0
ACTN3	692	620	592	41	23	24
HIGD1AP14	12	10	13	11	16	13
MED15P8	10	4	4	5	5	2
PMPCAP1	3	5	3	3	5	3
HNRNPH1P3	17	14	5	9	8	7
USP46-DT	60	56	44	29	18	30
SERBP1P6	42	46	45	40	40	44
ICE2P1	4	0	1	3	3	5
FMN1	45	49	41	0	0	0
HMGB1P21	6	5	10	2	7	12
ATP5MF-PTCD1	0	0	1	0	0	1
